k,Tweeted?,submitted,uni,aff,year,body,additonal-info
NO POST,FALSE,6/17/2020 17:53:54,University of Pennsylvania,Student,2020,"Over the weekend I had to explain to my white friend that him driving recklessly in a ‘Blue Lives Matter’ town with me in the car felt reckless, not because of his disregard for the law, but because we might get pulled over by someone with a disregard for my life. ",
Y,FALSE,6/17/2020 22:32:21,University of Pennsylvania,Alumni,2020,"A non-Black/Hispanic student applied as such to a corporate diversity program our sophomore year: He was accepted, bragged about getting in despite not identifying with such race/ethnicity, and remains employed at that company to this day. When asked about racism in the United States, he replied that he is an international student and “doesn’t understand” — but he somehow knew enough to apply to a diversity program...",
POST,FALSE,6/17/2020 22:48:37,University of Pennsylvania,Alumni,2020,"I was visiting a friend of mine at Yale for the Harvard-Yale game. At a house party, I stepped out to take a call. Several non-Black people walked in and out during this time. When I walked back to the door, an Asian student told me it was a “private party.” I said my friend is inside, and he responded that I couldn’t come in. I had to literally yell at my friend to come get me.","I was literally DJ’ing the party — HUH??? Save yalls dusty music

Also follow me back on insta smh lol @mccurry22 "
Y,TRUE,6/17/2020 23:36:53,University of Pennsylvania,Student,2016,"After voting on club officers for Penn Democrats, another student said to me ""I can't remember is yours a full vote or only 3/5's of a vote?""",
NO POST ,FALSE,6/19/2020 10:37:32,University of Pennsylvania,Alumni,2019,Being Black at Penn is posting a snapchat story on July 4th that says “Happy white people’s independence day” and your white friends saying they were taken aback and wanted to let you know before they “get into how it felt for them to read.”,
Y,TRUE,6/19/2020 11:40:38,University of Pennsylvania,Alumni,2020,The fact that the only black professor I had my entire time at Wharton was for a class on diversity in management is horrible. Do better Penn.,
Y,FALSE,6/19/2020 15:23:54,University of Pennsylvania,Student,2023,"When I was about 10, my dentist who is a Penn alumni told me to shut up during a dentist appointment when I told him that what he was doing hurt. ",
Y,TRUE,6/21/2020 0:20:55,University of Pennsylvania,Student,2023,"During the Africana Summer Institute, white students in the dining hall asked us (black incoming freshman) if we are on a trip from the community college. ",
Y,FALSE,6/21/2020 13:22:47,University of Pennsylvania,Student,2023,"Being Black at Penn means being fetishized and at the same time considered unworthy of being an equal partner, even by Black guys. ",
POST,FALSE,6/22/2020 6:25:09,University of Pennsylvania,Student,2019,"One time freshman year, I was playing pool with a few of my hall mates. One of them was this white guy who I believed was my friend at the time. Unprompted, he asked me, “Why are you so black?” Needless to say, I was speechless and left the room in tears. That night, he wrote an apology letter and slid it under my door, which ultimately made it feel like my responsibility to forgive him in order to save the group dynamic. I ended up accepting his apology about a week later. What’s most shocking is that a few weeks following the incident, I had found out that this same guy had apparently liked me more than a friend. Little did he know that we were barely friends at that point.",
Y,FALSE,6/23/2020 10:24:24,University of Pennsylvania,Student,2020,"I remember going to meetings for the Investment and Trading club Freshmen year. When I applied to be on a team, I asked for help on a pitch deck from different upperclassmen who were all non-Black. Most shrugged me off, while my white counterparts easily found mentors in the club or had existing resources to fall back on. To make matters worse, the upperclassmen were known for laughing at applications from underclassmen they did not know, mainly under-represented minorities, while simultaneously doing nothing tangible to solve the problem.",
NO POST,FALSE,6/23/2020 19:24:44,University of Pennsylvania,Student,2019,Being Black at Penn is posting a snapchat story on July 4th that says “Happy white people’s independence day” and your white friends saying they were “taken aback” and wanted to let you know before they “get into how it felt for them to read.” ,
No Post,FALSE,6/23/2020 23:23:49,University of Pennsylvania,Alumni,,"Submitting this on the behalf of my Black father who attended Perelman in the nineties. A white professor interviewed him for a research grant, stole one of his ideas, and went on to found Spark Therapeutics, which now has $800 million in assets. My father was given the Charles A. Oliver Prize for having the highest achievement in the field of ophthalmology in his graduating class, but his opportunity for success was still stolen from him.",
Y,FALSE,6/24/2020 19:25:59,University of Pennsylvania,Alumni,2018,"During my junior year at Penn, I was playing frisbee with a friend outside of the Hillel (a communal space for Jewish students, faculty and community members). A security guard from the Hillel walked outside to watch us — but his look was menacing, rather than playful (as if he was protecting the Hillel from us). After we’d finished our game, we were hungry and we decided to try to use our dining dollars inside Hillel’s dining hall. He immediately approached my friend and I and yelled for us to show him our Penn IDs — despite the fact that you don’t have to be a Penn student to enter the Hillel. We felt we didn’t have to show him our IDs to prove our worthiness of entering this public space, but we just went along with it... until we noticed that he wasn’t approaching any of the white students who were entering the premises. As if our blackness was a threat to the safety and security of the building. ",
Y,FALSE,6/24/2020 19:26:25,University of Pennsylvania,Alumni,2018,"I was standing in line to get into a frat party. The line seemed like it was moving fairly quickly. I was the only black person standing in the queue; and when I got to the front, the frat bouncer told me that the only way I could enter the party was by telling him and the rest of the people behind me that “I like white boys.”",
Y,FALSE,6/24/2020 22:56:25,University of Pennsylvania,Alumni,2014,My college advisor for freshman and sophomore year was Alice Kelley. When I told her that I wanted to major in political science she said that the coursework was difficult and that I should consider communications instead. ,
,FALSE,6/25/2020 0:36:21,University of Pennsylvania,Alumni,2018,"While onboarding for my first internship at a major firm, the firm’s team confused me for their janitorial hire and gave me the janitorial onboarding paperwork. ",
Y,FALSE,6/25/2020 10:54:49,University of Pennsylvania,Alumni,2020,Went above and beyond to create and manufacture a project for class just for my white peers to complain and then the white Teaching Assistant to quell their tears and tell them that I probably just bought it online. ,
Y,FALSE,6/25/2020 12:54:12,University of Pennsylvania,Alumni,2018,"Hi! I have a story to share about a chemistry professor at Penn (Dr. Michael Topp). I went to his  office hours and we started with a conversation I initially thought was harmless, mundane. He then started asking me what I’m involved in on campus (this was my freshman year). I mentioned things like NSBE, some engineering orgs, etc. He asked if I was a part of any sports teams. Genuinely confused why he would ask that, I replied with a no. He asked, “Then how’d you get into Penn?” After this, he suggested that this course (which was Chem 002, so not an upper level course at all) would not be a good fit for me and I should drop. He suggested I take other chem courses at other nearby universities in Philadelphia. He did several other things during my time in his class that seriously affected me and my time at Penn. It honestly took a while for me to recover.
The hardest part was being a freshman and still learning to navigate Penn, I didn’t know who to report him to or what to do about it after. I dealt with it myself.",
Y,FALSE,6/25/2020 14:22:46,University of Pennsylvania,Alumni,2020,Being Black at Penn is being ignored by Professor when you have points or questions to ask in lecture but then being asked to move forward or speak up when it’s time to film the annual department promotional video or faculty feature to break up the sea of whiteness and make the major appear more diverse than it actually is.,
Y,TRUE,6/25/2020 19:13:45,University of Pennsylvania,Student,2023,I remember looking around the New Student Orientation for Wharton and realizing I was one of maybe 5 Black young women in my class. There are about 400 people in the Wharton Undergraduate class of 2023. We make up about 1.25% of that.,
Y,FALSE,6/26/2020 11:16:51,University of Pennsylvania,Student,2022,"Being Black at Penn; when you and your friend are talking about boys that you find cute, and she directly tells you that she would never date a Black person because of her “preference”",
Y,FALSE,6/26/2020 18:13:36,University of Pennsylvania,Alumni,2020,Imagine a space where diversity is boasted yet zero of the few black students are included in a promo video.,https://www.instagram.com/p/CBqnqiBjwKM/?igshid=1wns7wyfsqgk0
Y,FALSE,6/26/2020 19:50:32,University of Pennsylvania,Alumni,2014,"In one of the classes I was taking, I just so happen to be the only black person in a class of about 60. Occasionally, I strolled in 2-3mins late to class because my previous class was a about a 15 minute walk away. However, after the 3rd time it happened, I get a ridiculous email from the professor telling me my participation grade would be seriously affected if I didn’t come in on time. I explained my situation and she suggested “leaving my previous engagement earlier.” Well, the inevitable happened, and even after running to class, I was late again by a few minutes. As I walked in, the professor literally stops class to stare me down as I made my way to an empty seat. After this incident, I talked to other students in the class who were consistently late, much later than I was. They had all claimed that they had never heard anything from her about their tardiness. Although, this professor may not have been explicitly aware of her bias, I was unfairly treated because I was coincidentally the only person she could “remember” who came late more than 3 times. ",
Y,FALSE,6/26/2020 21:02:03,University of Pennsylvania,Alumni,,"This academic year, executive cabinet members of the undergraduate student government deliberately went out of their way to move a non-elected associate member into a leadership position (these are typically reserved for elected members) despite the fact that this associate member, a white woman, had been caught saying the N-word many times. When other student government members tried to fight this, they were pretty much told that “her experience” made her the best person for the position and that her racist actions didn’t matter. This incident follows a long string of blatantly racist actions. Penn’s Undergraduate Assembly has a history of being anti-black, co-opting the student activism work of FGLI (first-gen, low-income) and POC student communities, and they deserve to be called out. ",
Y,FALSE,6/26/2020 22:09:55,University of Pennsylvania,Student,2023,Every time I walk into my classroom building I get stopped by the same security guard and he asks for my ID. I’m wearing Penn clothes and have a backpack on. None of the other students are stopped with me. I get the same surprised look every time he verifies,
Y,FALSE,6/27/2020 1:35:57,University of Pennsylvania,Student,2022,I always have to deal with classmates saying it’s easier for me to get a job at a good firm because I’m a black woman who can attend diversity programs. I have also seen non-Latinx white and Asian students lie that they are Latinx on applications to get into diversity programs and get away with. They think it’s hilarious.,
Y,FALSE,6/27/2020 12:34:41,University of Pennsylvania,Student,2021,"During pledging, two bros were about to fight. I broke up the fight before it happened. One walked away, the other, non-black fella walked up to my face and said, “so what you gonna do about n****.” The room was full of non-black people, in fact I was the only black kid, all just stayed quiet waiting to see how I would react. I did nothing, nothing was reported. I was scarred. To this day.",
Y,FALSE,6/27/2020 18:49:15,University of Pennsylvania,Student,2013,"I am a Black dude and I met my wife, who is half white and half Indian at Penn. One quiet night we were walking by the Quad and a white Penn police officer on a bike stopped and asked her if everything is okay and if she is safe. I was speechless but she stood up for me. It was so infuriating knowing that he could not understand that we could be together and he saw me as a threat even when I was doing nothing at all, just walking hand in hand on campus with my partner. ",
NO POST,FALSE,6/27/2020 23:25:49,University of Pennsylvania,Student,2021,"REGARDING POST ON PRINCETON PRESIDENT:  First off, I want to express appreciation for the work that you’re doing: it’s important. Secondly, I want to establish that I don’t know anyone referenced in this post, and my thoughts are unbiased.  In good faith, I can’t agree with amplifying anonymous posts that target individuals. Because submissions are anonymous, nothing stops someone with malicious intent from targeting an individual and spreading false rumors that have damaging, lasting impacts on that individual.  Because this post is hearsay, it can’t be substantiated. Due to your platform and important nature of your work, your audience is inclined to believe your posts *regardless* of their verity — meaning that an unfairly targeted individual is already at a disadvantage when trying to discuss her side of the story (and can’t effectively prove her innocence).  Please understand the potential of abuse on your platform and mitigate harmful effects by redacting information that implicitly or explicitly identifies an individual (whether that individual is the submitter or the referenced).",
Y,FALSE,6/28/2020 0:29:58,University of Pennsylvania,Student,,"Our sports team included compulsory donations to bail funds, the ACLU, basically anything that would help black people/protesters for everyone on the team after publicly professing our team’s commitment to anti-racism. It was almost the deadline to donate, and a very financially able, very white member of our team said they would not be donating anywhere because they didn’t want to donate to something that “only benefits one race.” They called us “hollow” for donating under pressure and have since refused to participate in other athlete-led fundraisers. They were called out by multiple members of the team and reported to our coaches. Our coaches have done nothing about it and they remain on the team.",
Y,FALSE,6/28/2020 17:58:54,University of Pennsylvania,Alumni,2016,In my sophomore year one of my white roommates asked me if I had ever thought about saying there were clicks in my name “since I could get away with” and my name was hard enough to pronounce.,
Y,FALSE,6/28/2020 20:53:46,University of Pennsylvania,Alumni,2020,"Everyone used to go to office hours for my intro to chem class so my professor held her office hours in a library because her office was too small to accommodate everyone. One day, all the seats had been taken so I was sitting on the floor, supporting myself with my hands. The room was packed with students that it was difficult for her to even find space to move around. Then she accidentally stepped on my hands. She looked at me with a smirk on her face and said “I’m sure that’s nothing for your hands.” I was so confused what that meant, was she saying that because I’m young or because I’m Black. But whatever she meant, it wasn’t appropriate and she should’ve apologized for stepping on me. I’m still mad about it. ",
Y,FALSE,6/28/2020 21:59:07,University of Pennsylvania,Student,2023,"While I was walking home from a party, I heard a group of white students singing a song and they sung the N word. I proceeded to tell them not to sing it again. They laughed, took out their phones, and recorded me as I walked away. ",
,FALSE,6/28/2020 22:22:41,University of Pennsylvania,Alumni,2018,"During an appointment with the financial aid office, an advisor made a comment about my weight, implying that I had gained weight because I was ‘over utilising’ the generous dining plan I got in my financial aid package.",
NO POST,FALSE,6/28/2020 22:39:27,University of Pennsylvania,Alumni,2016,In my sophomore year one of my white roommates asked me if I had ever thought about saying there were clicks in my name “since I could get away with” and my name was hard enough to pronounce.,
NO POST,FALSE,6/29/2020 0:16:10,University of Pennsylvania,Alumni,2016,In my sophomore year one of my white roommates asked me if I had ever thought about saying there were clicks in my name “since I could get away with” and my name was hard enough to pronounce.,
,FALSE,6/29/2020 1:52:57,University of Pennsylvania,Student,2020,My freshman year my Black roommate and I went into our hallway to see the parents who came to visit for family weekend and the sister of a white student asked if me and my roommate were Temple students who slept over with Penn boys because why else would two Black girls be at an Ivy dorm room?,
Y,FALSE,6/29/2020 10:31:20,University of Pennsylvania,Student,2024,"I went to the UPenn PEEP Fly-in. It was a great experience overall. However, I could tell the culture was different. Every single colored person I met welcomed me with open arms on the campus. They answered my questions, gave me advice, and one was gracious enough to walk me directly to a Starbucks to stay while I waited for my next activity. I also engaged with whites in order to see if there was a stark difference in the college climate. I was waved off, cut short, and rejected. Not ONE white person treated me with respect except for my host and her roommate. I didn’t realize Patagonia had the ability to poison a person’s mind like that. ","( I am going to Vanderbilt, but I did attend UPenn’s PEEP program and I was ultimately accepted to the Wharton School of Business.)"
,FALSE,6/29/2020 11:34:38,University of Pennsylvania,Alumni,2019,"A friend, at the time, who is half Asian and half white, said to me, “You look so urban today.” I was wearing a baseball cap and hoop earrings. Later on in college, following a racially charged incident with her mother, the relationship ended with her saying that we were not “compatible” as friends. This very person has recently been sharing BLM-related resources on her social media.",
,FALSE,6/29/2020 12:04:11,University of Pennsylvania,Student,2022,When I was a freshman I went to a frat party and this senior white guy asked me what I was and when I told him I was mixed he told me I had to pick because I can’t say I’m more than one ethnicity I have to pick a group and stick to it. ,
,FALSE,6/29/2020 16:53:47,University of Pennsylvania,Alumni,2018,"When I was in my writing seminar class first semester of freshman year, my professor suggested I “learn to speak less ghetto” so my peers would acknowledge my ideas as much as they acknowledged each other’s. It was a 16 person class, and I was the only Black person. Everyone else was white.",
Y,FALSE,6/29/2020 22:08:16,University of Pennsylvania,Student,2022,"Being black at Penn means watching most of the black clubs you are in suffer from funding issues, meanwhile still being responsible for providing social activities/ parties for black students because few other places on campus welcome blackness in their spaces. ",
,FALSE,6/29/2020 22:19:26,University of Pennsylvania,Student,2021,“How did you get here?” ,
,FALSE,6/30/2020 14:34:56,University of Pennsylvania,Student,2020,A student at Penn told a group of POCs that they shouldn’t use the N-word while proceeding to say the full N-word in the process. He’s now Phi Beta Kappa and a fellowship winner. Administration hasn’t taken action on his shitty behavior. ,
BOOKMARK #2- PENN,FALSE,6/30/2020 18:43:53,University of Pennsylvania,Alumni,2017,"Experience #1: My Senior year, I took a class called PPE 202. As the only black student in my recitation, I was put in a “Southern Nationalists” group with all white students and then asked to read sections of Dylan Roof’s Manifesto and vote in favor or against Confederate Flag.  When I objected, my professor then told me I was required to vote in favor of the Confederate Flag to be “historically accurate”. Then, I was asked to give my rationale for it based on Roof’s text and other White Supremacist readings. Why is racism a debate in our country? Why is Dylan Roof’s Manifesto given the dignity of being read in an Ivy League classroom? Why are black students put in a position where they can no longer fully participate in their education because it denies their humanity? ","Experience #2: 
I was walking back from a party one night with my boyfriend. We had been drinking we’re getting kind of rowdy and loud. Once we finally reached Penn’s campus to return to our dorm, we rounded a corner to find over 10 cops waiting on us saying that they received a “noise complaint”. They immediately took my boyfriend, a black man, aside and started questioning him. They immediately asked me if he was abusing me. The only reason they let us go was because we showed them our Penn Cards. Otherwise, we would have been arrested. I’ve seen white students get a lot more rowdy - peeing and fighting in the streets after a night of drinking. Why were 10 cops needed to stop two unarmed black college students? Why did we need a Penn ID Card to prove our humanity? "
BOOKMARK- PENN,FALSE,6/30/2020 20:04:23,University of Pennsylvania,Alumni,2019,"I was pre-med at Penn and started working in clinical research at the School of Medicine after graduating. For the first week, I couldn’t get into our building because I didn’t have a staff ID card yet. The morning of my second day at work, I decided to follow an older white woman into the building. She stopped at the door and asked, “Do you belong?” I responded yes, I work here. I honestly thought it was a joke at first, because what kind of question is that? “What floor do you work on?” “The first floor.” She said okay and finally let me in (she was blocking the doorway the entire time she was questioning me). I became very quiet and she said “It’s because, you know, you just never know.” I said “yeah...” She then told me to have a great day. I took a few minutes to process what just happened when I got to my desk & I immediately regretted not standing up for myself and saying more. Imagine having to explain that you belong at the university you graduated from and now work for. For the rest of that week, I took the longer route through another building where the security guard would let me in.",
,FALSE,7/1/2020 15:31:39,University of Pennsylvania,Student,2022,"Being Black at Penn is when you and your non-white friend are talking about boys that you think are cute, and she tells you, a Black person, that she would never date a Black person because “they’re just not my type.”",
Y,FALSE,7/2/2020 7:25:21,University of Pennsylvania,Alumni,2020,"I’m a black African International student and  in my Math class my sophomore year of college, the professor, who’s an avid Trump supporter, looked me and another black student (who’s from here) dead in the eye during class with a very serious look on his face and said “All we’d like is for certain people to go back to where they came from and they want that too.” He wasn’t the only one to say something like that to me during my time at Penn. A trustee of the university also said it to me during a social event. In a separate Sophomore year Gen Chem class, after our first midterm my white male professor said, “if you have a weird African name just know I’m not ever going to struggle to pronounce it” When he got to mine he said “Yeah I’m not pronouncing that but if your initials are SA come get your exam” and all the white students laughed and thought this professor was quirky and hilarious. ",
,FALSE,7/2/2020 13:38:01,University of Pennsylvania,Student,2020,"A few years back Penn experienced a large fission in which ADOS students expressed discontent with the attendance and complacency of first generation and international Black students. It was bad enough knowing that many of my white peers were putting on a facade, but to know I also wasn't welcome by other Black students expresses deeper problems stemming from Penn's (and America's) foundational slavery and racism.","ADOS: American Descendants of Slavery
circa 2018
Fun Fact: While Penn seemingly did not profit directly from slavery, much of its funding came from wealthy donors who's capital came from slavery in the Caribbean."
,FALSE,7/2/2020 16:17:07,University of Pennsylvania,Student,2020,"My freshman year, I sat in a circle as we were doing ice-breakers during New Student Orientation. As I begin to explain that I am a first-generation American with family from Jamaica I was cutoff by a young white woman: ""Wait sorry, I don't mean to interrupt you, but like, I just want to know where in Africa is Jamaica?"" Silence ensued.",
Y,FALSE,7/2/2020 22:01:09,University of Pennsylvania,Student,2023,"I was taking this math class that my advisor thought would be a “good fit” for me because my history in high school not knowing what level of math it actually was. So I take the class and I notice that I never converted this material and was a little lost. I tried talking to my TA but he was no help so when the first midterm came naturally I failed it and my professor instead of asking what happened or giving me tips or advice on how can I improve, he told me to drop his class. I of course stayed but definitely changed my majors after this experience because STEM tends to not value black students and their experiences.",
,FALSE,7/3/2020 1:09:50,University of Pennsylvania,Alumni,,"I was told - to my face by campus emergency room doctors - that they couldn't give the me the necessary pain killers for my kidney stone because they had to be sure I wasn't ""one of the drug addicts who comes to the ER to score."" Twice. 

I found one BIPOC psychiatrist who blew the whistle when I told him how horribly my therapy had been going with an assigned campus therapist. He was fired and the office wouldn't respond to my requests for a new patient appointment. 

As a Black woman at Penn, I was regularly asked to twerk at frat parties.

I had no professors of color. ",
NO POST,FALSE,7/3/2020 2:12:28,University of Pennsylvania,Student,22,"First semester freshman year, I was at a party and struck up a conversation with a white student who I never met before but I knew went to my friend’s private high school. When I mentioned our mutual friend, who was in Prep for Prep, the student began rattling off the names of other people in the program, which helps low income students attend elite private schools. The student implied that the only way I (a poc) could attend private school is through Prep. The only reason I recognized the names is because our mutual friend mentioned them a few times. ",
NO POST,FALSE,7/3/2020 2:17:34,University of Pennsylvania,Student,22,Ahh sorry!! I retract my last story I’m a nbpoc,
Y,FALSE,7/3/2020 23:23:53,University of Pennsylvania,Alumni,2016,"A girl I knew had just jumped off a roof and killed herself the week I started chem 002, so the first test didn’t go so well. I got a 19%, and the professor made it clear that I had not only gotten the lowest grade in the class but that I wasn’t cut out for chemistry and premed. He told me to drop, and I refused, determined to prove him wrong. I studied my ass off. On the next exam I got average. The one after that I got 10 points above average. I had never worked harder to study for the final worth half my grade, and was demoralized when I ran out of time and didn’t finish. When I received my D in chemistry 002, I dropped my dream of being a doctor and developed crippling test anxiety and depression. 5 months later when I restarted premed, I had the courage to ask to see my exam so that I could learn from my mistakes. The professor informed me he had made a mistake entering my grade and that I actually scored the 5th highest grade on the final in a class of 200. I got an A- overall. When it was time to apply to medical school, my premed advisor told me not to because my MCAT was low. I’m at one of the best med schools in the country and applying to ENT this fall.(I had a full panic attack during my mcat because of my developed test anxiety from chem and still chronically suffer from it while testing). Also this professor never apologized and laughed at me when I asked him to double check that everyone else’s grades were entered correctly when he informed me of his mistake. He never checked. It was awful.",
Y,FALSE,7/5/2020 19:17:07,University of Pennsylvania,Alumni,1998,"I was in a linguistics introductory course in order to fulfill a general requirement. I didn’t really understand the material so I attended the professor’s office hours. He asked me if English is my second language and when I responded it wasn’t, he suggested I had dyslexia and needed an assessment to be sure. None of the concepts about which I had questions were explored with me. This is the first and last time I ever attended office hours until I was pursuing my PhD 10 years later.",
,FALSE,7/6/2020 23:22:52,University of Pennsylvania,Alumni,,"When I was in high school, a white male student posted a video with degrading and racially-incendiary comments about Black people onto social media. It resulted in a widely-talked about scandal in the school. As a punishment, he was officially suspended from school for a short period of time. 

About two years later, he got accepted into Penn as an undergraduate even though it is on his official record that he received the penalty of disciplinary suspension because of race-based harassment. A few years later, the same white guy was later accepted as an intern at a major investment bank. 

I'm not Black, but I believe in speaking up about anti-Black racism when I see it. ",
,FALSE,7/7/2020 8:24:46,University of Pennsylvania,Student,2022,"Had students tell me ""You act so white"" because I don't speak with a distinguishable accent ",
,FALSE,7/9/2020 22:10:16,University of Pennsylvania,Alumni,2019,"At the beginning of freshman year, I (somehow) befriended this white guy in my hall. We had been friends for a few months before his first racially charged comment towards me. Following said comment, he apparently had told other people in our hall that he liked me as more than a friend. I learned of this after I found out that he made sexualized comments about another Black female hall mate. Needless to say, our “friendship” ended there. I would have given him a lecture on the fetishization of Black women and why not to do it, but that would not have been worth my time or energy.",
,FALSE,7/10/2020 16:38:22,University of Pennsylvania,Student,21,"Imma keep it a buck, this (or any other Ivy) aint a space for niggas w/o money to thrive. A lot of shit that happens on campus is motivated by those having financial security to venture out (especially not being FGLI students) and creates a culture that niggas haven’t seen before or can rarely adapt to.

Black FGLI students: dont feel like you missing out just find your kind of people, 99% of these niggas are CORNY and usually don’t go off the same principle you were raised on so allocate your time, emotions, and energy elsewhere. Build yourself up in these marginalized spaces for future generations like you can feel comfortable. You’re already beating the odds","dont censor my shit, i meant what i said"
Y,FALSE,7/10/2020 23:40:25,University of Pennsylvania,Student,2023,"In my first semester of my freshman year, I took math 114. Whenever I would go to my professor’s office hours I noticed he would prioritize answering the white male students questions before mine (even if I had been there first), and he would never make eye contact with me (but he always would with the non black people). It was very condescending and dehumanizing. It also didn’t help that in a class of over 100 people, there were only 2 other black people. I didn’t feel comfortable seeking help or being in the class in general.",
,FALSE,7/11/2020 0:53:44,University of Pennsylvania,Alumni,2019,"Senior year I was hanging out with 6 of my white best friends at their apartment. One friend was reading an Instagram post aloud and said the N-word. When I called her out for it she shrugged it off, didn’t apologize, and said “I mean the word is in the post.” I was visibly upset, but none of my other friends spoke out on my behalf. After I realized it wasn’t going to be addressed, I went to their bathroom and cried. When I was eventually able to pull myself together, I left and said I had to go home to work on a project. ",
Y,FALSE,7/14/2020 3:39:09,University of Pennsylvania,Student,2023,"It was NSO week and we had just came back from taking the class of 23 photo in Franklin Field. As I was walking back to my dorm, behind me followed a group of white boys who I could overhear talking about the shape of my body compared to white girls. Specifically they were talking about my butt, in which they laughed about how black girls’ butts often reminded them of sausages. It was one of the most embarrassing moments in my life and it definitely diminished my positive outlook on my next 4 years at Penn. ",
Y,FALSE,7/17/2020 17:13:48,University of Pennsylvania,Student,,"While on an official visit, one prospective recruit said ‘In my country, we have a saying ‘Black girls pussies are two degrees warmer’.’ I can only assume our coach knows nothing about it because he was still recruited. I didn’t even know anything about it until I pestered someone to tell me because they ‘knew I wouldn’t like it’. They were right, I don’t like it. As the only black woman on your team I don’t like that in classic boys club behavior you protected him. I don’t like that they would want someone like that on a team with them. I don’t like that those types of comments are dealbreakers for people. I don’t like that I’m suppose to dedicate myself and sacrifice my life to a team whose members won’t do the minimum to protect Black women. ",
Y,FALSE,7/21/2020 21:11:19,University of Pennsylvania,Student,2023,"i was with my boyfriend when he said that black people get into colleges easier, and told me that i didn't deserve to be at penn",
,FALSE,7/24/2020 18:23:10,University of Pennsylvania,Student,2022,"I really don’t get the double standards at Penn. When Black men date outside of their race it’s cool, but as soon as Black women do the same, y’all come at her! Intersectionality is real y’all. ",
Y,FALSE,7/25/2020 12:54:03,University of Pennsylvania,Student,2021,"My friends and I ended a pretty normal night out at the usual college bar, Smokey Joe’s. Everything was fine until “Gold Digger” by Kanye West came on. I always take a deep breath and brace myself to try and ignore whichever white  person says the n-word, as I’ve grown to expect it at Penn by now. And the pattern proved right again, as I heard this white guy not only saying the n-word, but making a point to say it louder than any other lyric. I decided enough was enough and went to confront him, even though I didn’t know who he was. He told me “I’m not saying nigga with any bad intent, so calm the fuck down. Anyways my big in my fraternity is part Black so it doesn’t matter what you think because he gave me a pass to say the word”. I spent the next 30 minutes receiving threats to fight this friend group (which included his Black big) and  heard many insults, which included things ranging from “you’re the token of your own friend group” to “who cares what an ugly piece of shit like you has to say”. Only one girl that they were with was trying to comfort me because she felt bad. Of course she didn’t acknowledge the reason I was upset and all of my friends I told just told me “you’re drunk, you’ll get over it tomorrow!”. I never got over being degraded in public for defending my dignity and comfortability, and I never will.",
Y,FALSE,7/25/2020 13:06:21,University of Pennsylvania,Student,2021,"Freshman year, my friends and I went to support women’s basketball as they were playing Princeton for a chance to get into the NCAA tournament. During the national anthem, two Princeton players decided to kneel. One of my friends replied in absolute disgust. Once the song was over, I asked what her issue was with it. She said “they act like it isn’t a privilege to live in this country and be free”. I decided to leave it alone because I was truly shocked that she could be so blind.
Sophomore year, we invited some friends to our house to have dinner and chill while doing homework. This is around the time the Colin Kaepernick Nike ad came out, and we got to discussing how impactful it was. The same girl who was disgusted by the Princeton basketball players admitted she didn’t know any of the reasons that Kap was kneeling, nor did she know what all of the activism was for. I explained to her the cyclical nature of the oppression of Black people in America - she completely disregarded what I said and replied “So what was the significance of Jim Crow laws? It seems like they weren’t even that bad.” I just glared at her and ran went up to my room for the rest of the night.
It’s important to note that this girl is a Sociology major. If she has anything to do with social/urban development I will genuinely fear for the Black people she interacts with.",
NO POST,FALSE,7/31/2020 17:43:42,University of Pennsylvania,Alumni,2020,"While discussing racism in Greek life with a white fraternity brother was horrified to learn that a piece of ""evidence"" for alleged racial unity amongst brothers was to give ""funny"" pledge names to each other... such as calling one of the few black members ""affirmative jackson""",
Y,FALSE,7/31/2020 17:54:57,University of Pennsylvania,Alumni,2020,"While discussing racism in Greek life with a white fraternity brother was horrified to learn that a piece of ""evidence"" for alleged racial unity amongst brothers was to give ""funny"" pledge names to each other... such as calling one of the few black members ""affirmative jackson""",
,FALSE,8/2/2020 3:50:05,University of Pennsylvania,Alumni,2012,"When I was a sophomore, I lived in on campus housing. While at a party at the “Castle” fraternity, a white male senior asked me if I lived in “the projects”... it took me a few minutes to realize he was referring to Du Bois College House, the black dorm. ",
,FALSE,8/3/2020 17:48:09,University of Pennsylvania,Student,2022,"I remember one evening I was walking back to my dorm from studying in the biomed library on the pathway behind the quad. The path was empty except for 2 white girls, and a little farther down an older black man, presumably a west Philly native. The guy attempted to ask the girls for directions to somewhere but they completely ignored him. Soon after he approached me and it was clear something was off. He asked for directions to some Penn neurology building and it was pretty obvious that he had some sort of mental health/neurological issue and was seeking help. After pointing him in the direction of the Penn hospital he thanked me and made a remark regarding how the girls acted as though he didn't even exist. I can imagine that from the perspective of a woman, having a strange man who clearly isn't a student approach you in the evening in a sparsely populated area could be a cause for concern, yet the whole experience rubbed me the wrong way. As a black dude who has grown up in predominantly white areas, I've loved being in Philly as its helped me to get more in touch with my own identity and my blackness, yet it seems like the blackness of west Philly and it's people is something many Penn students try incredibly hard to ignore.",
Y,FALSE,8/4/2020 14:27:33,University of Pennsylvania,Student,2021,"As I was walking to my dorm room in freshman year, an older student stopped me and asked what I was doing in the building. He refused to believe I was going to my room.",
